pincode,district,statename,latitude,longitude,officetype
443203,BULDHANA,MAHARASHTRA,19.9411600,76.1500600,BO
444204,BULDHANA,MAHARASHTRA,21.1657000,76.6926500,BO
444203,BULDHANA,MAHARASHTRA,20.8068200,76.7009900,BO
444202,BULDHANA,MAHARASHTRA,20.6476900,77.7682600,BO
444306,BULDHANA,MAHARASHTRA,20.9123133,76.1609688,BO
444201,BULDHANA,MAHARASHTRA,20.9674500,76.7354800,BO
443301,BULDHANA,MAHARASHTRA,20.1205980,76.5676660,BO
442707,GADCHIROLI,MAHARASHTRA,19.673200999999999,79.834575999999998,BO
441208,GADCHIROLI,MAHARASHTRA,20.1434190,79.3738190,BO
442914,CHANDRAPUR,MAHARASHTRA,79.1300000,20.3600000,BO
442703,GADCHIROLI,MAHARASHTRA,19.350000000000001,80.189999999999998,BO
442705,GADCHIROLI,MAHARASHTRA,19.48,80.010000000000005,BO
442710,GADCHIROLI,MAHARASHTRA,19.260000000000002,80.25,BO
442906,CHANDRAPUR,MAHARASHTRA,20.260000000000002,79.299999999999997,BO
442902,CHANDRAPUR,MAHARASHTRA,20.9423970,79.1393309,BO
442701,CHANDRAPUR,MAHARASHTRA,19.6686345,79.488667899999996,BO
442917,CHANDRAPUR,MAHARASHTRA,18.397091199999998,75.5451379,BO
442603,GADCHIROLI,MAHARASHTRA,19.923054,79.843680000000006,BO
441206,CHANDRAPUR,MAHARASHTRA,20.489999999999998,79.780000000000001,BO
442903,CHANDRAPUR,MAHARASHTRA,20.2038169,79.174741400000002,BO
442908,CHANDRAPUR,MAHARASHTRA,19.550000000000001,79.200000000000003,BO
442404,CHANDRAPUR,MAHARASHTRA,20.039999999999999,79.329999999999998,BO
442402,CHANDRAPUR,MAHARASHTRA,19.8909739,79.2507534,BO
574153,DAKSHINA KANNADA,KARNATAKA,12.7937662,74.9268430,BO
574144,DAKSHINA KANNADA,KARNATAKA,13.0268502,74.9069088,BO
574162,DAKSHINA KANNADA,KARNATAKA,12.9937348,75.0081026,BO
574143,DAKSHINA KANNADA,KARNATAKA,12.8702673,74.9815165,BO
442606,GADCHIROLI,MAHARASHTRA,19.775251000000001,78.209258000000005,BO
441207,GADCHIROLI,MAHARASHTRA,20.717953000000001,78.583117999999999,BO
571490,CHAMARAJANAGARA,KARNATAKA,12.031527,77.592029,BO
571106,MYSURU,KARNATAKA,12.176264,76.202877999999998,BO
574154,DAKSHINA KANNADA,KARNATAKA,13.0933904,74.8008972,BO
575013,DAKSHINA KANNADA,KARNATAKA,12.9268896,74.8397570,BO
575019,DAKSHINA KANNADA,KARNATAKA,12.9700195,74.8200160,BO
574150,DAKSHINA KANNADA,KARNATAKA,13.0431365,74.8431474,BO
575030,DAKSHINA KANNADA,KARNATAKA,13.0128169,74.8431259,BO
574146,DAKSHINA KANNADA,KARNATAKA,13.0551528,74.8092228,BO
574142,DAKSHINA KANNADA,KARNATAKA,12.9991421,74.9012541,BO
575023,DAKSHINA KANNADA,KARNATAKA,12.7655172,74.8706775,BO
575017,DAKSHINA KANNADA,KARNATAKA,12.8196656,74.8783916,BO
574199,DAKSHINA KANNADA,KARNATAKA,12.8258669,74.9124556,BO
574242,DAKSHINA KANNADA,KARNATAKA,12.9973919,75.1295946,BO
574236,DAKSHINA KANNADA,KARNATAKA,13.1061974,75.1091944,BO
574109,UDUPI,KARNATAKA,13.1433276,75.1548120,BO
574108,UDUPI,KARNATAKA,13.3762935,74.9766274,BO
574227,DAKSHINA KANNADA,KARNATAKA,13.0290356,75.0073563,BO
574197,DAKSHINA KANNADA,KARNATAKA,13.0379298,75.0849473,BO
574129,UDUPI,KARNATAKA,13.1493241,74.9325106,BO
576112,UDUPI,KARNATAKA,13.4736353,75.0377605,BO
574213,DAKSHINA KANNADA,KARNATAKA,13.1270832,75.0233946,BO
574122,UDUPI,KARNATAKA,13.1841058,75.0705538,BO
574102,UDUPI,KARNATAKA,13.2874567,74.9101363,BO
574101,UDUPI,KARNATAKA,13.3267457,75.0365970,BO
574218,DAKSHINA KANNADA,KARNATAKA,12.6557318,75.5217660,BO
574217,DAKSHINA KANNADA,KARNATAKA,13.0558970,75.2332386,BO
574216,DAKSHINA KANNADA,KARNATAKA,12.9314318,75.4364857,BO
574214,DAKSHINA KANNADA,KARNATAKA,12.9307236,75.2930089,BO
574212,DAKSHINA KANNADA,KARNATAKA,12.6447133,75.3163839,BO
574211,DAKSHINA KANNADA,KARNATAKA,12.8944423,75.0783061,BO
574237,DAKSHINA KANNADA,KARNATAKA,12.9896393,75.0259923,BO
574234,KODAGU,KARNATAKA,12.4996320,75.5432404,BO
574232,DAKSHINA KANNADA,KARNATAKA,12.6867215,75.5004967,BO
574231,DAKSHINA KANNADA,KARNATAKA,12.8439953,75.0273227,BO
574259,DAKSHINA KANNADA,KARNATAKA,12.6663287,75.1995297,BO
574203,DAKSHINA KANNADA,KARNATAKA,12.7774861,75.1965605,BO
574228,DAKSHINA KANNADA,KARNATAKA,13.0575077,75.4304207,BO
574253,DAKSHINA KANNADA,KARNATAKA,12.8067329,75.1135623,BO
574323,DAKSHINA KANNADA,KARNATAKA,12.7908232,75.0518810,BO
574224,DAKSHINA KANNADA,KARNATAKA,12.9595856,75.2140844,BO
574198,DAKSHINA KANNADA,KARNATAKA,12.8927986,75.3627861,BO
574326,DAKSHINA KANNADA,KARNATAKA,12.8659000,75.2409312,BO
574222,DAKSHINA KANNADA,KARNATAKA,12.8201332,75.0793909,BO
574219,DAKSHINA KANNADA,KARNATAKA,12.8867176,75.0162613,BO
577115,SHIVAMOGGA,KARNATAKA,13.7500000,75.6500000,BO
577245,SHIVAMOGGA,KARNATAKA,13.8200000,75.7200000,BO
577425,SHIVAMOGGA,KARNATAKA,13.73,75.02,BO
577301,SHIVAMOGGA,KARNATAKA,13.8600000,75.7500000,BO
574265,DAKSHINA KANNADA,KARNATAKA,12.9352226,75.1391493,BO
574243,DAKSHINA KANNADA,KARNATAKA,12.7238623,75.1522030,BO
574324,DAKSHINA KANNADA,KARNATAKA,12.9548993,75.1033901,BO
574241,DAKSHINA KANNADA,KARNATAKA,12.8106565,75.2677605,BO
574239,DAKSHINA KANNADA,KARNATAKA,12.5560682,75.3926586,BO
574238,DAKSHINA KANNADA,KARNATAKA,12.7018062,75.5992020,BO
577401,SHIVAMOGGA,KARNATAKA,14.2500000,75.0200000,BO
577224,DAVANGERE,KARNATAKA,14.1900000,75.7100000,BO
577552,DAVANGERE,KARNATAKA,14.2300000,75.9900000,BO
577221,DAVANGERE,KARNATAKA,14.1200000,75.9300000,BO
577233,SHIVAMOGGA,KARNATAKA,13.9400000,75.7500000,BO
577218,DAVANGERE,KARNATAKA,14.2300000,75.2700000,BO
577227,SHIVAMOGGA,KARNATAKA,13.9900000,75.7700000,BO
577215,DAVANGERE,KARNATAKA,13.9800000,76.0400000,BO
577213,DAVANGERE,KARNATAKA,13.8500000,75.9600000,BO
577427,SHIVAMOGGA,KARNATAKA,14.3200000,75.4600000,BO
577452,SHIVAMOGGA,KARNATAKA,13.8900000,74.8600000,BO
577423,SHIVAMOGGA,KARNATAKA,14.0800000,75.3100000,BO
577421,SHIVAMOGGA,KARNATAKA,14.2000000,74.8500000,BO
577435,SHIVAMOGGA,KARNATAKA,14.2108,74.7677,BO
577453,SHIVAMOGGA,KARNATAKA,14.0300000,74.8500000,BO
577413,SHIVAMOGGA,KARNATAKA,14.5500000,75.2500000,BO
577412,SHIVAMOGGA,KARNATAKA,14.1400000,75.1100000,BO
577216,SHIVAMOGGA,KARNATAKA,14.0600000,75.7300000,BO
577214,SHIVAMOGGA,KARNATAKA,14.1900000,75.2700000,BO
577415,SHIVAMOGGA,KARNATAKA,13.6100000,75.2500000,BO
577551,DAVANGERE,KARNATAKA,14.2000000,75.7900000,BO
577414,SHIVAMOGGA,KARNATAKA,13.8000000,75.1800000,BO
577434,SHIVAMOGGA,KARNATAKA,14.3000000,75.2000000,BO
577433,SHIVAMOGGA,KARNATAKA,14.4900000,75.2500000,BO
577429,SHIVAMOGGA,KARNATAKA,14.4500000,75.0800000,BO
577428,SHIVAMOGGA,KARNATAKA,14.4200000,75.2600000,BO
577223,DAVANGERE,KARNATAKA,14.2100000,75.5400000,BO
577222,SHIVAMOGGA,KARNATAKA,13.8700000,75.6200000,BO
577219,DAVANGERE,KARNATAKA,14.3200000,75.8400000,BO
577422,SHIVAMOGGA,KARNATAKA,13.7900000,75.2900000,BO
577231,DAVANGERE,KARNATAKA,14.2100000,75.8400000,BO
577436,SHIVAMOGGA,KARNATAKA,13.8500000,75.2400000,BO
577217,DAVANGERE,KARNATAKA,14.2600000,75.6900000,BO
572111,TUMAKURU,KARNATAKA,12.9215309,76.9326656,BO
572211,TUMAKURU,KARNATAKA,13.2752587,76.7169275,BO
577204,SHIVAMOGGA,KARNATAKA,13.9000000,75.6500000,BO
577203,SHIVAMOGGA,KARNATAKA,13.8800000,75.5700000,BO
577226,SHIVAMOGGA,KARNATAKA,13.8400000,75.4000000,BO
577432,SHIVAMOGGA,KARNATAKA,13.6200000,75.2100000,BO
577225,DAVANGERE,KARNATAKA,14.1000000,75.5700000,BO
577426,SHIVAMOGGA,KARNATAKA,13.9600000,75.3400000,BO
572216,TUMAKURU,KARNATAKA,13.2554556,76.7095655,BO
572215,TUMAKURU,KARNATAKA,13.2555543,76.7097794,BO
572214,TUMAKURU,KARNATAKA,13.4146165,76.6224555,BO
572117,TUMAKURU,KARNATAKA,13.4420298,76.9088569,BO
572213,TUMAKURU,KARNATAKA,13.1740128,76.9629555,BO
572114,TUMAKURU,KARNATAKA,13.3415265,76.6277009,BO
572228,TUMAKURU,KARNATAKA,13.1589659,76.8415256,BO
572220,TUMAKURU,KARNATAKA,13.2355454,76.8175982,BO
572123,TUMAKURU,KARNATAKA,12.8277173,77.0333830,BO
572218,TUMAKURU,KARNATAKA,13.3381916,76.3841858,BO
572217,TUMAKURU,KARNATAKA,13.3300628,76.3865416,BO
572119,TUMAKURU,KARNATAKA,13.4870579,76.2555152,BO
572201,TUMAKURU,KARNATAKA,13.2584696,76.4788977,BO
572226,TUMAKURU,KARNATAKA,13.2455829,76.7859814,BO
572224,TUMAKURU,KARNATAKA,13.3552617,76.1022865,BO
572223,TUMAKURU,KARNATAKA,13.0586544,76.9076238,BO
572222,TUMAKURU,KARNATAKA,13.6584744,77.2148435,BO
572221,TUMAKURU,KARNATAKA,13.0786585,76.5656589,BO
572130,TUMAKURU,KARNATAKA,13.061199999999999,77.028400000000005,BO
572126,TUMAKURU,KARNATAKA,12.9542532,77.1021455,BO
572124,TUMAKURU,KARNATAKA,13.4454564,77.2555969,BO
572122,TUMAKURU,KARNATAKA,13.4788787,77.4554664,BO
572120,TUMAKURU,KARNATAKA,13.1550449,77.0321947,BO
572118,TUMAKURU,KARNATAKA,13.3060564,77.0877276,BO
572116,TUMAKURU,KARNATAKA,14.0537704,77.1696959,BO
572115,TUMAKURU,KARNATAKA,13.7210437,77.2351437,BO
572113,TUMAKURU,KARNATAKA,13.9325560,76.9809328,BO
572112,TUMAKURU,KARNATAKA,13.6247243,77.1008168,BO
572227,TUMAKURU,KARNATAKA,13.2493221,76.7859814,BO
572132,TUMAKURU,KARNATAKA,13.6554478,77.2148435,BO
572107,TUMAKURU,KARNATAKA,13.3359164,77.0166899,BO
572104,TUMAKURU,KARNATAKA,13.3151990,77.1457793,BO
572129,TUMAKURU,KARNATAKA,13.5193349,77.2352169,BO
572128,TUMAKURU,KARNATAKA,13.4588923,77.0679856,BO
572127,TUMAKURU,KARNATAKA,13.7210437,77.3870211,BO
572125,TUMAKURU,KARNATAKA,13.6376270,76.9454878,BO
576211,UDUPI,KARNATAKA,13.6471298,74.8212641,BO
572140,TUMAKURU,KARNATAKA,13.392099999999999,77.199640000000002,BO
572138,TUMAKURU,KARNATAKA,13.8469262,76.8175982,BO
572139,TUMAKURU,KARNATAKA,13.7492940,76.8980855,BO
572137,TUMAKURU,KARNATAKA,13.6953280,77.3159413,BO
572175,TUMAKURU,KARNATAKA,13.6953280,77.3159413,BO
561202,TUMAKURU,KARNATAKA,14.0134301,77.3693385,BO
572136,TUMAKURU,KARNATAKA,14.1581604,77.2936718,BO
572135,TUMAKURU,KARNATAKA,13.9811279,76.8683018,BO
576231,UDUPI,KARNATAKA,13.5615714,74.7495791,BO
576229,UDUPI,KARNATAKA,13.7122638,74.9107978,BO
576227,UDUPI,KARNATAKA,13.6232466,74.8192593,BO
576224,UDUPI,KARNATAKA,13.7401250,74.6470852,BO
576222,UDUPI,KARNATAKA,13.5930582,74.8432442,BO
576219,UDUPI,KARNATAKA,13.8082894,74.6845862,BO
576283,UDUPI,KARNATAKA,13.6885693,74.8270616,BO
576217,UDUPI,KARNATAKA,13.6174341,74.7264394,BO
576214,UDUPI,KARNATAKA,13.8521810,74.6299442,BO
576212,UDUPI,KARNATAKA,13.5032668,74.9231129,BO
576225,UDUPI,KARNATAKA,13.4955719,74.7177454,BO
576107,UDUPI,KARNATAKA,13.3431580,74.8066856,BO
576223,UDUPI,KARNATAKA,13.5200659,74.8485299,BO
576108,UDUPI,KARNATAKA,13.3701791,74.7026703,BO
576221,UDUPI,KARNATAKA,13.5396715,74.7437021,BO
576215,UDUPI,KARNATAKA,13.4301086,74.8850652,BO
576213,UDUPI,KARNATAKA,13.4118793,74.7454526,BO
576210,UDUPI,KARNATAKA,13.5529555,74.7762379,BO
576233,UDUPI,KARNATAKA,13.8082488,74.8715660,BO
576232,UDUPI,KARNATAKA,13.8436218,74.6145352,BO
576235,UDUPI,KARNATAKA,13.6995550,74.7135302,BO
688562,ALAPPUZHA,KERALA,9.3621700,76.4115000,BO
688003,ALAPPUZHA,KERALA,9.4602000,76.3321900,BO
688504,ALAPPUZHA,KERALA,9.4533700,76.4314600,BO
688503,ALAPPUZHA,KERALA,9.4440000,76.4030000,BO
688006,ALAPPUZHA,KERALA,9.5257200,76.3536000,BO
688561,ALAPPUZHA,KERALA,9.3535100,76.3652500,BO
688011,ALAPPUZHA,KERALA,11.2921890,75.7646850,BO
574117,UDUPI,KARNATAKA,13.1890258,74.7754912,BO
576120,UDUPI,KARNATAKA,13.2942404,74.7820422,BO
576102,UDUPI,KARNATAKA,13.3252945,74.772557199999994,BO
574106,UDUPI,KARNATAKA,13.2270273,74.7775082,BO
576103,UDUPI,KARNATAKA,13.3535220,74.7421624,BO
576105,UDUPI,KARNATAKA,13.3859017,74.7246744,BO
683581,ERNAKULAM,KERALA,10.258236800000001,76.524630200000004,BO
683575,ERNAKULAM,KERALA,10.155233,76.415157,BO
683561,ERNAKULAM,KERALA,10.072341,76.380822,BO
683578,ERNAKULAM,KERALA,10.155333499999999,76.295639199999997,BO
683572,ERNAKULAM,KERALA,9.9832999999999998,76.3583,BO
683511,ERNAKULAM,KERALA,10.117831799999999,76.285238199999995,BO
688540,ALAPPUZHA,KERALA,9.7710000,76.3020000,BO
688527,ALAPPUZHA,KERALA,9.6517500,76.3796500,BO
688523,,,9.601079,76.33471,BO
688526,ALAPPUZHA,KERALA,9.7830000,76.3640000,BO
688531,ALAPPUZHA,KERALA,9.7462500,76.2865600,BO
688537,ALAPPUZHA,KERALA,9.8250000,76.3120000,BO
686664,ERNAKULAM,KERALA,9.905556,76.457963,BO
686667,ERNAKULAM,KERALA,9.937583,76.534321,BO
686673,ERNAKULAM,KERALA,9.95348,76.592663,BO
686669,ERNAKULAM,KERALA,10.015512,76.525159,BO
686662,ERNAKULAM,KERALA,9.887673,76.554139,BO
682311,ERNAKULAM,KERALA,9.970318,76.469865,BO
686672,ERNAKULAM,KERALA,9.92294,76.623852,BO
683517,ERNAKULAM,KERALA,10.0695411,76.279693499999993,BO
683522,ERNAKULAM,KERALA,10.166861900000001,76.192535699999993,BO
683108,ERNAKULAM,KERALA,10.10172,76.344471,BO
683594,ERNAKULAM,KERALA,10.1745149,76.266565799999995,BO
683516,ERNAKULAM,KERALA,10.181736300000001,76.185056399999993,BO
683577,ERNAKULAM,KERALA,10.2837818,76.419887099999997,BO
686691,ERNAKULAM,KERALA,10.043592,76.585191,BO
683544,ERNAKULAM,KERALA,10.1761,76.504282,BO
686681,ERNAKULAM,KERALA,10.182667,76.71268,BO
686670,ERNAKULAM,KERALA,9.9654836,76.6360366,BO
686671,ERNAKULAM,KERALA,10.003687,76.663157,BO
686503,KOTTAYAM,KERALA,9.621224,76.654551,BO
686535,KOTTAYAM,KERALA,9.444068,76.542306,BO
686102,ALAPPUZHA,KERALA,9.437656,76.484202,BO
686536,KOTTAYAM,KERALA,9.479622,76.65988,BO
686544,KOTTAYAM,KERALA,9.4716392,76.7565652,BO
686541,KOTTAYAM,KERALA,9.494273,76.709059,BO
686692,ERNAKULAM,KERALA,10.117399,76.58989,BO
686693,ERNAKULAM,KERALA,10.03766336,76.71005991,BO
682030,ERNAKULAM,KERALA,10.0269119,76.3691248,BO
682306,ERNAKULAM,KERALA,9.9573966,76.3309987,BO
686519,KOTTAYAM,KERALA,9.548437,76.76411,BO
686515,KOTTAYAM,KERALA,9.543098,76.698251,BO
686506,KOTTAYAM,KERALA,9.538618,76.792665,BO
686512,KOTTAYAM,KERALA,9.596049,76.850864,BO
686502,KOTTAYAM,KERALA,9.594841,76.6481754,BO
686510,KOTTAYAM,KERALA,9.432372,76.921378,BO
686508,KOTTAYAM,KERALA,9.606087,76.777431,BO
686520,KOTTAYAM,KERALA,9.50248,76.779078,BO
685515,IDUKKI,KERALA,9.78010,77.08102,BO
685552,IDUKKI,KERALA,9.79992,77.16154,BO
685602,IDUKKI,KERALA,9.87516,76.95919,BO
685514,IDUKKI,KERALA,9.83438,77.07945,BO
685501,IDUKKI,KERALA,9.67587,76.97721,BO
682507,ERNAKULAM,KERALA,9.923661,76.2567579,BO
682305,ERNAKULAM,KERALA,9.92912999,76.3759311,BO
682308,ERNAKULAM,KERALA,9.95031049,76.4296746,BO
682506,ERNAKULAM,KERALA,9.90719779,76.3058151,BO
682315,ERNAKULAM,KERALA,9.8674044,76.4009160,BO
683104,ERNAKULAM,KERALA,10.8505159,76.2710832,BO
685588,IDUKKI,KERALA,9.86237,76.80135,BO
685615,IDUKKI,KERALA,10.20245,77.25775,BO
685565,IDUKKI,KERALA,10.03361,76.98555,BO
685533,PATHANAMTHITTA,KERALA,9.38697,77.15270,BO
685554,IDUKKI,KERALA,9.92581,77.15475,BO
685531,IDUKKI,KERALA,9.57529,77.02565,BO
685553,IDUKKI,KERALA,9.79965,77.16111,BO
685604,IDUKKI,KERALA,9.88403,77.00665,BO
685619,IDUKKI,KERALA,9.99033,77.14552,BO
685587,IDUKKI,KERALA,9.86460,76.72714,BO
685612,IDUKKI,KERALA,10.06365,76.99926,BO
685620,IDUKKI,KERALA,10.24049,77.16457,BO
685590,IDUKKI,KERALA,9.80276,76.81577,BO
685582,IDUKKI,KERALA,9.93391,76.75529,BO
685586,IDUKKI,KERALA,9.86721,76.68321,BO
685581,IDUKKI,KERALA,9.86873,76.83118,BO
685562,IDUKKI,KERALA,9.97875,76.98883,BO
680666,THRISSUR,KERALA,10.1800000,76.1800000,BO
680303,THRISSUR,KERALA,10.4300000,76.2400000,BO
680301,THRISSUR,KERALA,10.4300000,76.2400000,BO
680310,THRISSUR,KERALA,10.3900000,76.2200000,BO
680304,THRISSUR,KERALA,10.4334170,76.4823350,BO
680699,THRISSUR,KERALA,10.3700000,76.4000000,BO
680311,THRISSUR,KERALA,10.2800000,76.3600000,BO
680732,THRISSUR,KERALA,10.2200000,76.2800000,BO
680734,THRISSUR,KERALA,10.4200000,76.2800000,BO
680724,THRISSUR,KERALA,10.3300000,76.3900000,BO
680308,THRISSUR,KERALA,10.2300000,76.3600000,BO
680309,THRISSUR,KERALA,10.2600000,76.3100000,BO
685608,IDUKKI,KERALA,9.90239,76.69082,BO
685614,IDUKKI,KERALA,10.19482,77.12510,BO
685618,IDUKKI,KERALA,10.03881,77.16697,BO
686019,KOTTAYAM,KERALA,15.5934000,76.5280000,BO
686003,KOTTAYAM,KERALA,15.5934000,76.5213000,BO
686020,KOTTAYAM,KERALA,15.5934000,76.5263000,BO
686631,KOTTAYAM,KERALA,15.5934000,76.5592000,BO
686564,KOTTAYAM,KERALA,15.5934000,76.4333000,BO
686562,KOTTAYAM,KERALA,15.5934000,76.4333000,BO
680662,THRISSUR,KERALA,10.3000000,76.2100000,BO
680567,THRISSUR,KERALA,10.4000000,76.1300000,BO
680697,THRISSUR,KERALA,10.3100000,76.3100000,BO
680682,THRISSUR,KERALA,10.2600000,76.2500000,BO
680702,THRISSUR,KERALA,10.3900000,76.1300000,BO
680681,THRISSUR,KERALA,10.3400000,76.1500000,BO
686582,KOTTAYAM,KERALA,11.7225000,75.6035000,BO
686579,KOTTAYAM,KERALA,15.5934000,76.7690000,BO
686652,KOTTAYAM,KERALA,9.766531,76.764075,BO
686635,KOTTAYAM,KERALA,15.5934000,76.5592000,BO
686583,KOTTAYAM,KERALA,15.5934000,76.3741000,BO
686571,KOTTAYAM,KERALA,9.7207107,76.6290878,BO
686574,KOTTAYAM,KERALA,15.5934000,76.7063000,BO
686651,KOTTAYAM,KERALA,15.5934000,76.5351000,BO
686516,KOTTAYAM,KERALA,9.548962,76.630856,BO
686634,KOTTAYAM,KERALA,15.5934000,76.5592000,BO
686612,KOTTAYAM,KERALA,9.8204000,76.5351000,BO
686613,KOTTAYAM,KERALA,9.8204000,76.5351000,BO
686603,KOTTAYAM,KERALA,9.7499000,76.4428000,BO
686633,KOTTAYAM,KERALA,15.5934000,76.5592000,BO
686144,KOTTAYAM,KERALA,9.7471000,76.3952000,BO
686611,KOTTAYAM,KERALA,15.5934000,76.5351000,BO
686604,KOTTAYAM,KERALA,9.2634000,76.5474000,BO
686580,KOTTAYAM,KERALA,9.7034000,76.8128000,BO
686573,KOTTAYAM,KERALA,15.5934000,76.7063000,BO
686577,KOTTAYAM,KERALA,15.5934000,76.7063000,BO
691551,PATHANAMTHITTA,KERALA,9.1200000,76.7300000,BO
689503,PATHANAMTHITTA,KERALA,9.2600000,76.6800000,BO
689693,PATHANAMTHITTA,KERALA,9.1600000,76.8400000,BO
691555,PATHANAMTHITTA,KERALA,9.1800000,76.7800000,BO
689514,PATHANAMTHITTA,KERALA,9.2800000,76.6800000,BO
689694,PATHANAMTHITTA,KERALA,9.1200000,76.9200000,BO
691526,PATHANAMTHITTA,KERALA,9.0900000,76.7800000,BO
691524,PATHANAMTHITTA,KERALA,9.1100000,76.8300000,BO
689622,ALAPPUZHA,KERALA,9.307115,76.528446,BO
690104,ALAPPUZHA,KERALA,9.285616,76.542238,BO
690514,ALAPPUZHA,KERALA,9.318462,76.459426,BO
686146,KOTTAYAM,KERALA,15.5934000,76.3952000,BO
424109,NASHIK,MAHARASHTRA,20.306387,74.655929,BO
689691,PATHANAMTHITTA,KERALA,9.2200000,76.8700000,BO
689648,PATHANAMTHITTA,KERALA,9.2200000,76.7700000,BO
689643,PATHANAMTHITTA,KERALA,9.3000000,76.7500000,BO
689677,PATHANAMTHITTA,KERALA,9.4300000,76.8100000,BO
689674,PATHANAMTHITTA,KERALA,9.3900000,76.7600000,BO
689502,PATHANAMTHITTA,KERALA,9.2200000,76.7000000,BO
690522,PATHANAMTHITTA,KERALA,9.1200000,76.6600000,BO
690561,KOLLAM,KERALA,9.1400000,76.6300000,BO
691554,PATHANAMTHITTA,KERALA,9.1600000,76.7700000,BO
423110,NASHIK,MAHARASHTRA,20.4174,74.31845,BO
423208,NASHIK,MAHARASHTRA,20.41735,74.4195,BO
423301,NASHIK,MAHARASHTRA,20.590527,74.198717,BO
423108,NASHIK,MAHARASHTRA,20.64715,74.36565,BO
422209,NASHIK,MAHARASHTRA,20.080115,74.109817,BO
422303,NASHIK,MAHARASHTRA,20.080116,74.109816,BO
423212,NASHIK,MAHARASHTRA,20.5499419,74.528745,BO
431801,NANDED,MAHARASHTRA,19.160596,77.637208,BO
431746,NANDED,MAHARASHTRA,18.813192,77.373337,BO
431745,NANDED,MAHARASHTRA,19.2408,77.3998,BO
431704,NANDED,MAHARASHTRA,19.326795,77.38474,BO
431750,NANDED,MAHARASHTRA,19.282032,77.313174,BO
423205,NASHIK,MAHARASHTRA,20.5499419,74.528745,BO
423401,NASHIK,MAHARASHTRA,20.02594,74.42965,BO
422305,NASHIK,MAHARASHTRA,20.080114,74.109818,BO
423206,NASHIK,MAHARASHTRA,20.5499419,74.528745,BO
423117,NASHIK,MAHARASHTRA,20.29465,74.1231,BO
431712,NANDED,MAHARASHTRA,19.422667,77.479348,BO
431811,NANDED,MAHARASHTRA,18.893496,77.34049,BO
431722,NANDED,MAHARASHTRA,18.788250,77.411436,BO
431717,NANDED,MAHARASHTRA,18.522235,77.524402,BO
431810,NANDED,MAHARASHTRA,19.430287,78.074303,BO
431710,NANDED,MAHARASHTRA,18.811840,77.655556,BO
431708,NANDED,MAHARASHTRA,19.075053,77.197603,BO
431742,NANDED,MAHARASHTRA,18.872882,77.1915016,BO
431711,NANDED,MAHARASHTRA,18.807798,77.81867,BO
431804,NANDED,MAHARASHTRA,19.755333,78.141505,BO
431718,NANDED,MAHARASHTRA,18.393627,77.519842,BO
431803,NANDED,MAHARASHTRA,19.315091,77.999386,BO
431802,NANDED,MAHARASHTRA,19.4659,77.96723,BO
431741,NANDED,MAHARASHTRA,18.32604,77.395782,BO
431806,NANDED,MAHARASHTRA,19.150143,77.431718,BO
431805,NANDED,MAHARASHTRA,19.812486,78.24545,BO
431721,NANDED,MAHARASHTRA,19.750207,77.874909,BO
431723,NANDED,MAHARASHTRA,18.649595,77.560343,BO
431707,NANDED,MAHARASHTRA,18.931408,77.349245,BO
431743,NANDED,MAHARASHTRA,19.586826,77.508683,BO
431709,NANDED,MAHARASHTRA,18.986214,77.585762,BO
431715,NANDED,MAHARASHTRA,18.619564,77.405778,BO
431719,NANDED,MAHARASHTRA,18.460529,77.306036,BO
422204,NASHIK,MAHARASHTRA,19.7375500,73.5497400,BO
422203,NASHIK,MAHARASHTRA,19.7375500,73.5497400,BO
422202,NASHIK,MAHARASHTRA,20.2442500,73.8165500,BO
422010,NASHIK,MAHARASHTRA,19.9641500,73.8030500,BO
431807,NANDED,MAHARASHTRA,19.003191,77.562011,BO
431605,NANDED,MAHARASHTRA,19.209804,77.379152,BO
431713,NANDED,MAHARASHTRA,19.34352,77.730035,BO
431606,NANDED,MAHARASHTRA,19.048022,77.255934,BO
431602,NANDED,MAHARASHTRA,19.071077,77.367482,BO
431736,NANDED,MAHARASHTRA,18.665027,77.671632,BO
422208,NASHIK,MAHARASHTRA,20.3001900,73.4905000,BO
422003,NASHIK,MAHARASHTRA,20.2041717,73.8271969,BO
422207,NASHIK,MAHARASHTRA,20.2041697,73.8271989,BO
422004,NASHIK,MAHARASHTRA,20.3571655,73.8557153,BO
422007,NASHIK,MAHARASHTRA,20.394210000000001,73.40361,BO
422401,NASHIK,MAHARASHTRA,19.4478762,74.5170189,BO
422201,NASHIK,MAHARASHTRA,20.0435918,73.9734408,BO
422502,NASHIK,MAHARASHTRA,19.8500060,73.9999940,BO
422215,NASHIK,MAHARASHTRA,20.3571655,73.8557153,BO
422213,NASHIK,MAHARASHTRA,19.9988000,73.5311600,BO
422212,NASHIK,MAHARASHTRA,19.9169595,73.5387921,BO
422211,NASHIK,MAHARASHTRA,20.5731600,73.5884600,BO
413515,LATUR,MAHARASHTRA,18.7000080,76.9332920,BO
422214,NASHIK,MAHARASHTRA,19.9197170,73.5371980,BO
422103,NASHIK,MAHARASHTRA,20.0801140,74.1098180,BO
422210,NASHIK,MAHARASHTRA,20.0428000,74.0321500,BO
422102,NASHIK,MAHARASHTRA,19.9120250,73.9026737,BO
422403,NASHIK,MAHARASHTRA,19.6356500,73.5709300,BO
